schedule_id,block_id,duty_id,driver_id,vehicle_id,sequence,event_type,event_label,start_time,end_time,duration_minutes,origin_id,destination_id,trip_ids,is_work_time,is_driving_time,is_idle_time,is_normal_break,is_mandatory_rest,is_pullout,is_pullback,rest_valid,rule_code,violation_code,explanation
435,,4,4,,1,duty_start,Início de jornada,04:35,04:35,0,1,1,,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,4,4,,2,pullout,Soltura,04:35,04:45,10,1,1,,False,False,False,False,False,True,False,False,,,Motorista real não disponível; usando identificador da duty
435,4,4,4,4,3,commercial_trip,Viagem,04:45,05:07,22,1,1,5430;5432,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,4,4,4,4,4,normal_break,Intervalo normal,05:07,05:29,22,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,4,4,8,5,commercial_trip,Viagem,05:29,05:47,18,1,1,5440;5443,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,4,4,8,6,normal_break,Intervalo normal,05:47,06:04,17,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,4,4,8,7,commercial_trip,Viagem,06:04,06:22,18,1,1,5452;5455,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,4,4,8,8,normal_break,Intervalo normal,06:22,06:45,23,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,7,4,4,7,9,commercial_trip,Viagem,06:45,08:00,75,1,1,5484;5494,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,7,4,4,7,10,normal_break,Intervalo normal,08:00,08:50,50,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,4,4,8,11,commercial_trip,Viagem,08:50,10:00,70,1,1,5522;5529,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,4,4,8,12,normal_break,Intervalo normal,10:00,10:15,15,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,10,4,4,10,13,commercial_trip,Viagem,10:15,10:44,29,1,1,5537;5539,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,10,4,4,10,14,normal_break,Intervalo normal,10:44,11:15,31,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,10,4,4,10,15,commercial_trip,Viagem,11:15,11:46,31,1,1,5554;5556,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,10,4,4,10,16,mandatory_rest,Descanso obrigatório,11:46,12:10,24,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,9,4,4,9,17,commercial_trip,Viagem,12:10,13:16,66,1,1,5571;5579,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,9,4,4,9,18,mandatory_rest,Descanso obrigatório,13:16,13:50,34,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,13,4,4,13,19,commercial_trip,Viagem,13:50,14:59,69,1,1,5596;5603,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,13,4,4,13,20,mandatory_rest,Descanso obrigatório,14:59,15:25,26,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,10,4,4,10,21,commercial_trip,Viagem,15:25,15:52,27,1,1,5613;5618,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,10,4,4,10,22,mandatory_rest,Descanso obrigatório,15:52,16:15,23,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,2,4,4,2,23,commercial_trip,Viagem,16:15,16:44,29,1,1,5627;5631,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,2,4,4,2,24,mandatory_rest,Descanso obrigatório,16:44,17:21,37,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,13,4,4,13,25,commercial_trip,Viagem,17:21,17:45,24,1,1,5642;5646,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,4,4,,26,duty_end,Fim de jornada,17:45,17:45,0,1,1,,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,5,5,,1,duty_start,Início de jornada,04:45,04:45,0,1,1,,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,5,5,,2,pullout,Soltura,04:45,04:55,10,1,1,,False,False,False,False,False,True,False,False,,,Motorista real não disponível; usando identificador da duty
435,5,5,5,5,3,commercial_trip,Viagem,04:55,05:56,61,1,1,5438;5445,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,5,5,5,5,4,normal_break,Intervalo normal,05:56,06:15,19,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,4,5,5,4,5,commercial_trip,Viagem,06:15,07:24,69,1,1,5469;5481,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,4,5,5,4,6,normal_break,Intervalo normal,07:24,07:39,15,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,4,5,5,4,7,commercial_trip,Viagem,07:39,08:00,21,1,1,5493;5495,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,4,5,5,4,8,normal_break,Intervalo normal,08:00,08:15,15,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,7,5,5,7,9,commercial_trip,Viagem,08:15,08:45,30,1,1,5504;5509,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,7,5,5,7,10,normal_break,Intervalo normal,08:45,09:11,26,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,7,5,5,7,11,commercial_trip,Viagem,09:11,09:31,20,1,1,5518;5521,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,7,5,5,7,12,normal_break,Intervalo normal,09:31,09:59,28,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,5,5,5,5,13,commercial_trip,Viagem,09:59,10:19,20,1,1,5532;5533,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,5,5,5,5,14,normal_break,Intervalo normal,10:19,10:35,16,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,6,5,5,6,15,commercial_trip,Viagem,10:35,11:04,29,1,1,5543;5545,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,6,5,5,6,16,mandatory_rest,Descanso obrigatório,11:04,16:45,341,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,12,5,5,12,17,commercial_trip,Viagem,16:45,18:09,84,1,1,5644;5652,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,5,5,,18,duty_end,Fim de jornada,18:09,18:09,0,1,1,,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,6,6,,1,duty_start,Início de jornada,04:50,04:50,0,1,1,,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,6,6,,2,pullout,Soltura,04:50,05:00,10,1,1,,False,False,False,False,False,True,False,False,,,Motorista real não disponível; usando identificador da duty
435,6,6,6,6,3,commercial_trip,Viagem,05:00,05:26,26,1,1,5433;5436,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,6,6,6,6,4,normal_break,Intervalo normal,05:26,05:45,19,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,6,6,6,6,5,commercial_trip,Viagem,05:45,06:11,26,1,1,5447;5450,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,6,6,6,6,6,normal_break,Intervalo normal,06:11,06:30,19,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,12,6,6,12,7,commercial_trip,Viagem,06:30,07:49,79,1,1,5477;5490,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,12,6,6,12,8,normal_break,Intervalo normal,07:49,08:25,36,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,12,6,6,12,9,commercial_trip,Viagem,08:25,09:36,71,1,1,5515;5523,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,12,6,6,12,10,normal_break,Intervalo normal,09:36,09:55,19,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,11,6,6,11,11,commercial_trip,Viagem,09:55,10:23,28,1,1,5531;5535,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,11,6,6,11,12,normal_break,Intervalo normal,10:23,10:47,24,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,11,6,6,11,13,commercial_trip,Viagem,10:47,11:10,23,1,1,5544;5547,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,11,6,6,11,14,mandatory_rest,Descanso obrigatório,11:10,11:35,25,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,11,6,6,11,15,commercial_trip,Viagem,11:35,11:57,22,1,1,5557;5558,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,11,6,6,11,16,mandatory_rest,Descanso obrigatório,11:57,12:23,26,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,8,6,6,8,17,commercial_trip,Viagem,12:23,12:45,22,1,1,5568;5570,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,6,6,8,18,mandatory_rest,Descanso obrigatório,12:45,13:00,15,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,2,6,6,2,19,commercial_trip,Viagem,13:00,14:09,69,1,1,5584;5591,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,2,6,6,2,20,mandatory_rest,Descanso obrigatório,14:09,14:47,38,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,8,6,6,8,21,commercial_trip,Viagem,14:47,15:08,21,1,1,5604;5606,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,6,6,8,22,mandatory_rest,Descanso obrigatório,15:08,15:30,22,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,13,6,6,13,23,commercial_trip,Viagem,15:30,16:42,72,1,1,5622;5630,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,13,6,6,13,24,mandatory_rest,Descanso obrigatório,16:42,17:10,28,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,2,6,6,2,25,commercial_trip,Viagem,17:10,18:44,94,1,1,5655;5664,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,6,6,,26,duty_end,Fim de jornada,18:44,18:44,0,1,1,,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,7,7,,1,duty_start,Início de jornada,04:20,04:20,0,1,1,,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,7,7,,2,pullout,Soltura,04:20,04:30,10,1,1,,False,False,False,False,False,True,False,False,,,Motorista real não disponível; usando identificador da duty
435,1,7,7,1,3,commercial_trip,Viagem,04:30,04:52,22,1,1,5426;5429,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,1,7,7,1,4,normal_break,Intervalo normal,04:52,05:20,28,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,7,7,7,7,5,commercial_trip,Viagem,05:20,06:21,61,1,1,5444;5454,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,7,7,7,7,6,normal_break,Intervalo normal,06:21,06:39,18,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,7,7,8,7,commercial_trip,Viagem,06:39,06:57,18,1,1,5467;5471,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,7,7,8,8,normal_break,Intervalo normal,06:57,07:19,22,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,7,7,8,9,commercial_trip,Viagem,07:19,07:40,21,1,1,5485;5488,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,8,7,7,8,10,normal_break,Intervalo normal,07:40,07:59,19,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,2,7,7,2,11,commercial_trip,Viagem,07:59,08:19,20,1,1,5499;5501,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,7,7,,12,duty_end,Fim de jornada,08:19,08:19,0,1,1,,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,8,8,,1,duty_start,Início de jornada,05:30,05:30,0,1,1,,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,4,8,8,4,2,commercial_trip,Viagem,05:30,05:56,26,1,1,5442;5446,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,4,8,8,4,3,normal_break,Intervalo normal,05:56,06:18,22,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,5,8,8,5,4,commercial_trip,Viagem,06:18,06:45,27,1,1,5459;5465,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,5,8,8,5,5,normal_break,Intervalo normal,06:45,07:00,15,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,5,8,8,5,6,commercial_trip,Viagem,07:00,07:29,29,1,1,5478;5483,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,5,8,8,5,7,normal_break,Intervalo normal,07:29,08:00,31,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,5,8,8,5,8,commercial_trip,Viagem,08:00,09:11,71,1,1,5507;5516,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,5,8,8,5,9,normal_break,Intervalo normal,09:11,09:35,24,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,10,8,8,10,10,commercial_trip,Viagem,09:35,09:55,20,1,1,5525;5527,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,10,8,8,10,11,normal_break,Intervalo normal,09:55,10:30,35,1,1,,False,False,False,True,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,9,8,8,9,12,commercial_trip,Viagem,10:30,11:37,67,1,1,5546;5555,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,9,8,8,9,13,mandatory_rest,Descanso obrigatório,11:37,12:05,28,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,10,8,8,10,14,commercial_trip,Viagem,12:05,12:39,34,1,1,5567;5569,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,10,8,8,10,15,mandatory_rest,Descanso obrigatório,12:39,12:55,16,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,11,8,8,11,16,commercial_trip,Viagem,12:55,13:26,31,1,1,5578;5581,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,11,8,8,11,17,mandatory_rest,Descanso obrigatório,13:26,13:45,19,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,10,8,8,10,18,commercial_trip,Viagem,13:45,14:14,29,1,1,5589;5593,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,10,8,8,10,19,mandatory_rest,Descanso obrigatório,14:14,14:35,21,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,10,8,8,10,20,commercial_trip,Viagem,14:35,15:02,27,1,1,5601;5605,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,10,8,8,10,21,mandatory_rest,Descanso obrigatório,15:02,15:31,29,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,9,8,8,9,22,commercial_trip,Viagem,15:31,15:51,20,1,1,5614;5617,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,9,8,8,9,23,mandatory_rest,Descanso obrigatório,15:51,16:20,29,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,3,8,8,3,24,commercial_trip,Viagem,16:20,17:46,86,1,1,5638;5647,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,3,8,8,3,25,mandatory_rest,Descanso obrigatório,17:46,18:10,24,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,13,8,8,13,26,commercial_trip,Viagem,18:10,18:40,30,1,1,5659;5663,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,13,8,8,13,27,mandatory_rest,Descanso obrigatório,18:40,19:00,20,1,1,,False,False,False,False,True,False,False,True,,,Motorista real não disponível; usando identificador da duty
435,13,8,8,13,28,commercial_trip,Viagem,19:00,19:28,28,1,1,5676;5679,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,8,8,,29,duty_end,Fim de jornada,19:28,19:28,0,1,1,,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,9,9,,1,duty_start,Início de jornada,05:50,05:50,0,1,1,,False,False,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
435,,9,9,,2,pullout,Soltura,05:50,06:00,10,1,1,,False,False,False,False,False,True,False,False,,,Motorista real não disponível; usando identificador da duty
435,9,9,9,9,3,commercial_trip,Viagem,06:00,07:09,69,1,1,5462;5474,True,True,False,False,False,False,False,False,,,Motorista real não disponível; usando identificador da duty
